                                                                                AngularVelocity                                                                 10.04.2519.43.20104 
Timestamp,GyroX,GyroY,GyroZ
1744304518.912,-3.5,-9.380000114440918,13.579999923706055
1744304518.912,-6.369999885559082,-11.34000015258789,12.8100004196167
1744304518.912,-12.460000038146973,-12.670000076293945,11.199999809265137
1744304518.912,-24.5,-16.799999237060547,9.239999771118164
1744304518.912,-24.5,-18.34000015258789,6.720000267028809
1744304518.912,-10.220000267028809,-19.670000076293945,5.320000171661377
1744304518.912,-0.2800000011920929,-26.389999389648438,5.53000020980835
1744304518.912,-1.75,-32.27000045776367,5.809999942779541
1744304518.986,-3.7100000381469727,-35.06999969482422,4.760000228881836
1744304518.986,-2.870000123977661,-31.010000228881836,3.2899999618530273
1744304518.986,-5.389999866485596,-24.010000228881836,1.6100000143051147
1744304518.986,-8.680000305175781,-17.989999771118164,0.2800000011920929
1744304518.986,-11.6899995803833,-13.15999984741211,0.21000000834465027
1744304518.986,-16.520000457763672,-8.329999923706055,1.0499999523162842
1744304518.986,-19.739999771118164,-3.3600001335144043,2.0999999046325684
1744304518.986,-19.46000099182129,1.190000057220459,2.7300000190734863
1744304519.06,-14.5600004196167,6.510000228881836,4.199999809265137
1744304519.06,-6.019999980926514,14.770000457763672,5.670000076293945
1744304519.06,-4.900000095367432,18.479999542236328,6.579999923706055
1744304519.06,-3.9200000762939453,15.819999694824219,7.559999942779541
1744304519.06,-0.42000001668930054,11.899999618530273,9.029999732971191
1744304519.06,3.2899999618530273,7.070000171661377,10.220000267028809
1744304519.06,10.149999618530273,3.8499999046325684,11.899999618530273
1744304519.06,16.520000457763672,3.5,13.020000457763672
1744304519.134,18.1299991607666,7.349999904632568,13.020000457763672
1744304519.134,20.719999313354492,11.0600004196167,10.359999656677246
1744304519.134,21.06999969482422,13.579999923706055,5.320000171661377
1744304519.134,21.280000686645508,15.329999923706055,-0.49000000953674316
1744304519.134,22.540000915527344,16.239999771118164,-6.369999885559082
1744304519.134,8.680000305175781,14.84000015258789,-10.430000305175781
1744304519.134,1.8200000524520874,13.720000267028809,-12.529999732971191
1744304519.134,0.7699999809265137,13.15999984741211,-12.880000114440918
1744304519.209,-1.2599999904632568,9.449999809265137,-10.710000038146973
1744304519.209,-2.240000009536743,3.5,-7.210000038146973
1744304519.209,-3.2200000286102295,-1.8200000524520874,-4.059999942779541
1744304519.209,-3.0799999237060547,-4.690000057220459,-1.9600000381469727
1744304519.209,-0.3499999940395355,-5.320000171661377,-0.7699999809265137
1744304519.209,-1.0499999523162842,-6.789999961853027,0.3499999940395355
1744304519.209,-1.190000057220459,-8.819999694824219,1.0499999523162842
1744304519.209,0.9800000190734863,-10.289999961853027,0.699999988079071
1744304519.283,1.5399999618530273,-11.480000495910645,0
1744304519.283,4.130000114440918,-12.949999809265137,-0.9100000262260437
1744304519.283,5.949999809265137,-12.880000114440918,-2.450000047683716
1744304519.283,4.340000152587891,-10.149999618530273,-4.829999923706055
1744304519.283,1.8899999856948853,-9.3100004196167,-7
1744304519.283,3.7100000381469727,-9.9399995803833,-8.470000267028809
1744304519.283,6.019999980926514,-11.270000457763672,-9.449999809265137
1744304519.283,6.650000095367432,-12.8100004196167,-9.380000114440918
1744304519.357,7.840000152587891,-13.649999618530273,-7.980000019073486
1744304519.357,8.75,-13.15999984741211,-6.510000228881836
1744304519.357,5.880000114440918,-11.619999885559082,-5.460000038146973
1744304519.357,0.3499999940395355,-9.730000495910645,-4.900000095367432
1744304519.357,-1.190000057220459,-7.840000152587891,-5.460000038146973
1744304519.357,-2.799999952316284,-6.720000267028809,-7.630000114440918
1744304519.357,-5.880000114440918,-6.159999847412109,-9.59000015258789
1744304519.357,-7.909999847412109,-7.909999847412109,-10.989999771118164
1744304519.431,-7.559999942779541,-9.9399995803833,-11.829999923706055
1744304519.431,-9.730000495910645,-12.109999656677246,-11.130000114440918
1744304519.431,-12.109999656677246,-14.90999984741211,-9.730000495910645
1744304519.431,-14.90999984741211,-18.899999618530273,-8.470000267028809
1744304519.431,-22.469999313354492,-24.43000030517578,-7.28000020980835
1744304519.431,-28.90999984741211,-30.799999237060547,-5.880000114440918
1744304519.431,-35.97999954223633,-36.540000915527344,-4.130000114440918
1744304519.431,-41.439998626708984,-39.130001068115234,-3.3600001335144043
1744304519.505,-39.47999954223633,-40.31999969482422,-3.9200000762939453
1744304519.505,-33.529998779296875,-40.95000076293945,-4.130000114440918
1744304519.505,-31.079999923706055,-38.63999938964844,-3.8499999046325684
1744304519.505,-25.899999618530273,-36.470001220703125,-6.510000228881836
1744304519.505,-20.440000534057617,-31.5,-11.480000495910645
1744304519.505,-15.190000534057617,-24.290000915527344,-18.899999618530273
1744304519.505,-7.28000020980835,-19.46000099182129,-26.739999771118164
1744304519.505,-1.4700000286102295,-19.670000076293945,-31.5
1744304519.58,5.670000076293945,-20.299999237060547,-32.7599983215332
1744304519.58,18.969999313354492,-16.450000762939453,-31.079999923706055
1744304519.58,21.90999984741211,-16.170000076293945,-26.670000076293945
1744304519.58,-2.0999999046325684,-21.21000099182129,-18.270000457763672
1744304519.58,-8.539999961853027,-25.760000228881836,-9.800000190734863
1744304519.58,-2.5199999809265137,-28.84000015258789,-2.5899999141693115
1744304519.58,4.409999847412109,-34.93000030517578,4.480000019073486
1744304519.58,10.989999771118164,-38.43000030517578,10.640000343322754
1744304519.654,15.75,-36.81999969482422,12.600000381469727
1744304519.654,17.219999313354492,-31.989999771118164,10.149999618530273
1744304519.654,23.450000762939453,-27.440000534057617,5.25
1744304519.654,29.190000534057617,-22.260000228881836,-1.0499999523162842
1744304519.654,30.65999984741211,-18.40999984741211,-5.670000076293945
1744304519.654,27.440000534057617,-15.399999618530273,-8.819999694824219
1744304519.654,23.8700008392334,-11.970000267028809,-11.199999809265137
